listing_id,high_revenue_efficiency,log_price,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,instant_bookable,host_years,latitude,longitude,amenities_count,has_wifi,has_kitchen,has_washer,has_air_conditioning,has_parking,has_workspace,name_len,description_len,neighborhood_overview_len,host_about_len,has_description,has_neighborhood_overview,has_host_about,host_response_time,neighbourhood_cleansed,property_type_grouped,room_type,avg_minimum_nights,median_minimum_nights,avg_maximum_nights,median_maximum_nights
12510553,1,5.272999558563747,2,1.0,1.0,2.0,3,7,1.0,0.68,1.0,1.0,1.0,0,12.016438356164384,52.35937,4.89266,24,1,0,0,0,0,0,44,495,359,0,1,1,0,within a few hours,Centrum-Oost,Entire rental unit,Entire home/apt,2.9835616438356163,3.0,7.0,7.0
12514682,1,5.056245805348308,4,1.5,3.0,2.0,2,14,1.0,1.0,0.0,1.0,1.0,0,9.405479452054795,52.36504,4.90637,40,1,1,1,0,1,0,50,352,261,165,1,1,1,within a few hours,Centrum-Oost,Entire rental unit,Entire home/apt,2.0,2.0,14.0,14.0
12550549,1,5.214935757608986,2,1.0,1.0,1.0,3,1001,1.0,1.0,1.0,1.0,1.0,0,9.684931506849315,52.366348270691745,4.8787023577394155,38,1,0,1,0,1,1,48,358,1000,0,1,1,0,within an hour,Centrum-West,Private room in guest suite,Private room,2.9945205479452053,3.0,1001.0,1001.0
12553513,0,5.652489180268651,2,1.0,1.0,1.0,6,30,1.0,0.3,0.0,1.0,1.0,0,9.4,52.36544,4.92655,53,1,1,1,0,1,1,32,310,657,421,1,1,1,within a few hours,Oud-Oost,Entire rental unit,Entire home/apt,6.0,6.0,30.0,30.0
12577304,0,5.332718793265369,2,1.0,1.0,1.0,299,730,1.0,1.0,0.0,1.0,1.0,1,9.745205479452055,52.30824,4.98137,37,1,1,1,0,1,1,45,386,1000,105,1,1,1,within an hour,Gaasperdam - Driemond,Entire rental unit,Entire home/apt,299.0,299.0,730.0,730.0
12596322,1,6.7357800142423265,16,5.0,5.0,16.0,3,365,1.0,0.99,0.0,1.0,1.0,0,9.394520547945206,52.36444091796875,4.880577087402344,25,1,0,0,0,0,1,11,317,1000,580,1,1,1,within an hour,Centrum-Oost,Entire home,Entire home/apt,1.9863013698630136,2.0,99.0,99.0
12598630,1,5.598421958998375,6,1.0,2.0,5.0,3,365,1.0,0.99,0.0,1.0,1.0,0,9.394520547945206,52.366085052490234,4.87962007522583,35,1,1,1,0,0,1,26,407,1000,580,1,1,1,within an hour,Centrum-West,Entire rental unit,Entire home/apt,2.0,2.0,99.0,99.0
12598924,1,5.545177444479562,6,1.0,2.0,6.0,3,365,1.0,0.99,0.0,1.0,1.0,0,9.394520547945206,52.36600112915039,4.87976598739624,33,1,1,1,0,0,1,26,434,1000,580,1,1,1,within an hour,Centrum-West,Entire rental unit,Entire home/apt,1.989041095890411,2.0,99.0,99.0
12599072,1,5.752572638825633,5,1.0,2.0,6.0,3,365,1.0,0.99,0.0,1.0,1.0,1,9.394520547945206,52.366085052490234,4.87962007522583,31,1,1,1,0,0,1,23,384,1000,580,1,1,1,within an hour,Centrum-West,Entire rental unit,Entire home/apt,2.0027397260273974,2.0,99.0,99.0
12619145,0,4.59511985013459,2,1.0,1.0,1.0,3,1125,1.0,0.0,0.0,1.0,1.0,0,11.432876712328767,52.38416,4.87143,14,1,1,1,0,0,0,33,314,0,39,1,0,1,unknown,Westerpark,Entire rental unit,Entire home/apt,3.0,3.0,1125.0,1125.0
12637711,0,4.875197323201151,4,1.5,1.0,2.0,2,14,1.0,1.0,0.0,1.0,1.0,1,9.389041095890411,52.41826,4.90073,36,1,1,0,0,1,0,42,122,234,0,1,1,0,within an hour,Noord-West,Other,Entire home/apt,1.8575342465753424,2.0,1125.0,1125.0
12725921,0,5.529429087511423,4,1.5,3.0,4.0,2,14,1.0,0.67,0.0,1.0,1.0,0,12.61917808219178,52.39205,4.94383,61,1,1,1,0,1,0,30,502,215,400,1,1,1,within a day,Oud-Noord,Entire home,Entire home/apt,2.0,2.0,14.0,14.0
12733599,1,4.406719247264253,2,1.5,1.0,1.0,21,720,1.0,0.92,1.0,1.0,1.0,0,13.791780821917808,52.34991,4.94026,18,1,0,0,0,0,1,46,512,0,123,1,0,1,within a few hours,Watergraafsmeer,Private room in home,Private room,21.0,21.0,720.0,720.0
12761526,0,5.497168225293202,3,1.0,1.0,1.0,4,60,1.0,1.0,1.0,1.0,1.0,0,9.378082191780821,52.35442,4.93148,30,1,1,1,1,1,0,33,301,0,164,1,0,1,within an hour,Watergraafsmeer,Entire rental unit,Entire home/apt,4.0,4.0,1125.0,1125.0
12801514,1,4.927253685157205,2,1.0,1.0,1.0,2,60,1.0,0.98,1.0,1.0,1.0,0,11.383561643835616,52.36026815372782,4.877005925698945,41,1,0,0,0,1,1,47,487,1000,0,1,1,0,within an hour,Zuid,Other,Entire home/apt,1.9972602739726026,2.0,1125.0,1125.0
12809324,0,5.017279836814924,4,1.5,2.0,1.0,2,30,1.0,0.67,0.0,1.0,1.0,0,11.153424657534247,52.36077,4.85359,39,1,1,1,0,0,1,49,237,178,0,1,1,0,unknown,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.115068493150685,2.0,30.0,30.0
12863352,1,5.62040086571715,2,1.0,1.0,1.0,3,10,1.0,1.0,0.0,1.0,1.0,0,10.208219178082192,52.38254,4.88335,61,1,1,1,0,1,1,45,494,1000,321,1,1,1,within an hour,Centrum-West,Entire condo,Entire home/apt,2.0,2.0,1125.0,1125.0
12878579,0,5.808142489980444,4,1.5,3.0,4.0,3,14,1.0,1.0,0.0,1.0,1.0,0,11.956164383561644,52.37693,4.85679,57,1,1,1,0,1,1,48,543,286,234,1,1,1,unknown,Bos en Lommer,Entire condo,Entire home/apt,3.0,3.0,14.0,14.0
12930660,0,5.5254529391317835,2,1.0,1.0,1.0,2,8,1.0,0.8,0.0,1.0,1.0,0,11.389041095890411,52.37994,4.8856,8,1,1,0,0,0,0,46,351,223,263,1,1,1,unknown,Centrum-West,Entire rental unit,Entire home/apt,1.9972602739726026,2.0,8.0,8.0
13035842,0,4.624972813284271,2,1.5,1.0,2.0,2,60,1.0,0.56,0.0,1.0,1.0,0,9.331506849315069,52.40662,4.92246,32,1,0,0,0,1,0,37,345,182,187,1,1,1,unknown,Noord-West,Private room in bed and breakfast,Private room,2.0,2.0,60.0,60.0
13040996,1,4.2626798770413155,1,1.5,1.0,1.0,2,1125,1.0,1.0,1.0,1.0,1.0,1,10.394520547945206,52.38741,4.88208,33,1,1,0,0,0,1,48,510,529,241,1,1,1,within an hour,Westerpark,Private room in rental unit,Private room,1.9917808219178081,2.0,1125.0,1125.0
13051355,1,4.962844630259907,2,1.0,1.0,1.0,1,1125,1.0,1.0,0.0,1.0,1.0,1,9.331506849315069,52.37103,4.89583,22,1,0,0,1,0,0,43,419,169,164,1,1,1,within an hour,Centrum-West,Private room in bed and breakfast,Private room,1.5643835616438355,1.0,1125.0,1125.0
13056855,1,5.476463551931511,2,1.0,1.0,1.0,2,1125,1.0,0.89,0.0,1.0,1.0,0,12.112328767123287,52.36366,4.8751,13,1,1,1,0,1,1,24,491,0,95,1,0,1,within a few hours,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,2.0,1125.0,1125.0
13072405,1,4.2626798770413155,2,1.5,1.0,2.0,1,730,1.0,1.0,0.0,1.0,1.0,1,10.169863013698631,52.37788,4.8029,32,1,1,1,0,0,0,17,411,39,149,1,1,1,within an hour,Geuzenveld - Slotermeer,Private room in rental unit,Private room,1.0,1.0,730.0,730.0
13080195,1,5.247024072160486,2,1.0,1.0,1.0,2,1125,1.0,1.0,0.0,1.0,1.0,0,9.98082191780822,52.36932,4.882543,25,1,0,0,0,0,1,36,481,348,23,1,1,1,within an hour,Centrum-West,Private room in houseboat,Private room,2.0,2.0,1125.0,1125.0
13107969,1,5.655991810819852,4,1.5,3.0,5.0,3,1100,1.0,1.0,0.0,1.0,1.0,0,11.383561643835616,52.37252,4.85834,63,1,1,1,0,1,1,41,508,0,0,1,0,0,within a few hours,De Baarsjes - Oud-West,Entire townhouse,Entire home/apt,3.084931506849315,3.0,1100.0,1100.0
13135409,0,4.74493212836325,2,1.0,1.0,1.0,7,730,1.0,0.46,0.0,1.0,1.0,0,10.53972602739726,52.35211,4.85381,43,1,1,1,0,1,1,50,427,166,0,1,1,0,within a day,Zuid,Entire rental unit,Entire home/apt,7.841095890410959,7.0,730.0,730.0
13144575,1,4.709530201312334,2,1.0,1.0,1.0,1,28,1.0,1.0,0.0,1.0,1.0,0,9.331506849315069,52.37304,4.89355,18,1,0,0,0,0,0,44,446,169,164,1,1,1,within an hour,Centrum-West,Private room in bed and breakfast,Private room,1.5698630136986302,1.0,1125.0,1125.0
13152028,0,5.66988092298052,4,1.5,2.0,2.0,5,1125,1.0,0.63,0.0,1.0,1.0,0,11.205479452054794,52.3918,4.87313,31,1,1,1,0,1,0,32,318,419,0,1,1,0,within a day,Westerpark,Entire townhouse,Entire home/apt,5.0,5.0,1125.0,1125.0
13171275,1,6.326149473155099,4,2.5,3.0,3.0,2,30,1.0,0.67,0.0,1.0,1.0,0,9.526027397260274,52.38531855741376,4.881878970765523,62,1,1,1,0,1,1,50,515,793,121,1,1,1,within a day,Westerpark,Entire home,Entire home/apt,2.315068493150685,2.0,30.0,30.0
13187427,0,5.53338948872752,4,1.5,3.0,3.0,4,22,1.0,1.0,0.0,1.0,1.0,0,12.008219178082191,52.3652,4.9413,50,1,1,1,0,1,1,46,255,502,0,1,1,0,within a day,Oostelijk Havengebied - Indische Buurt,Entire condo,Entire home/apt,4.0,4.0,22.0,22.0
13198248,1,5.438079308923196,2,1.0,1.0,1.0,2,1125,1.0,0.7,0.0,1.0,1.0,0,14.424657534246576,52.37238,4.87376,12,1,1,1,0,0,0,37,458,0,192,1,0,1,within a few hours,De Baarsjes - Oud-West,Boat,Entire home/apt,2.0054794520547947,2.0,1125.0,1125.0
13219341,0,5.44673737166631,4,1.5,3.0,4.0,3,1125,1.0,0.8,0.0,1.0,1.0,0,10.210958904109589,52.34305,4.94936,22,1,1,1,0,0,0,35,297,37,27,1,1,1,within an hour,Watergraafsmeer,Entire townhouse,Entire home/apt,3.0,3.0,1125.0,1125.0
13247212,1,5.575949103146316,4,1.5,1.0,1.0,2,20,1.0,1.0,1.0,1.0,1.0,0,12.024657534246575,52.37288,4.90648,59,1,1,1,0,1,1,46,520,0,0,1,0,0,within an hour,Centrum-Oost,Houseboat,Entire home/apt,2.293150684931507,2.0,1125.0,1125.0
13256599,0,5.420534999272286,3,1.0,1.0,1.0,7,180,1.0,0.03,0.0,1.0,1.0,0,11.495890410958904,52.36861,4.88607,26,1,1,0,1,0,1,33,498,202,1689,1,1,1,within a day,Centrum-West,Entire rental unit,Entire home/apt,7.0,7.0,180.0,180.0
13272633,0,5.958424693029782,4,1.0,2.0,2.0,2,365,1.0,1.0,0.0,1.0,1.0,1,6.7315068493150685,52.36607859999999,4.9095711,21,1,0,0,0,0,1,42,449,579,0,1,1,0,unknown,Centrum-Oost,Private room in bed and breakfast,Private room,4.178082191780822,5.0,1125.0,1125.0
13291327,1,5.53338948872752,4,1.5,2.0,4.0,2,30,1.0,0.72,1.0,1.0,1.0,0,9.287671232876713,52.34809,4.84857,24,1,1,1,0,0,0,45,63,0,0,1,0,0,within an hour,Zuid,Entire rental unit,Entire home/apt,2.0027397260273974,2.0,30.0,30.0
13308006,1,4.897839799950911,3,1.0,2.0,2.0,2,3,1.0,1.0,1.0,1.0,1.0,1,10.252054794520548,52.35837,4.85969,37,1,0,1,0,1,1,28,337,1000,371,1,1,1,within a few hours,De Baarsjes - Oud-West,Private room in townhouse,Private room,2.0,2.0,1125.0,1125.0
13344138,0,4.836281906951478,2,0.5,1.0,1.0,1,365,0.9,0.83,0.0,1.0,1.0,0,12.30958904109589,52.3346,4.87315,2,1,1,0,0,0,0,9,52,0,0,1,0,0,within an hour,Buitenveldert - Zuidas,Private room in rental unit,Private room,1.0,1.0,365.0,365.0
13367201,1,5.198497031265826,2,1.0,1.0,1.0,3,30,1.0,1.0,0.0,1.0,1.0,0,11.515068493150684,52.37098,4.85078,38,1,1,1,0,1,0,47,500,0,431,1,0,1,within a few hours,De Baarsjes - Oud-West,Entire home,Entire home/apt,3.0,3.0,30.0,30.0
13428614,1,5.493061443340548,3,1.5,2.0,2.0,2,40,1.0,1.0,0.0,1.0,1.0,0,12.575342465753424,52.3779,4.86199,20,1,1,1,0,0,1,50,397,294,388,1,1,1,within a few hours,Bos en Lommer,Entire rental unit,Entire home/apt,2.372602739726027,2.0,1125.0,1125.0
13429174,1,4.174387269895637,1,1.0,1.0,1.0,3,30,1.0,1.0,1.0,1.0,1.0,0,9.265753424657534,52.37178,4.85301,30,1,1,1,0,0,0,50,540,840,409,1,1,1,within an hour,De Baarsjes - Oud-West,Private room in rental unit,Private room,2.9616438356164383,3.0,1125.0,1125.0
13460110,1,4.804021044733257,2,1.0,1.0,1.0,2,1125,1.0,0.8,0.0,1.0,1.0,1,5.961643835616439,52.39023,4.92482,38,1,1,0,1,1,1,46,354,208,0,1,1,0,unknown,Oud-Noord,Private room in condo,Private room,2.0,2.0,1125.0,1125.0
13463110,1,4.68213122712422,2,1.0,1.0,1.0,3,14,1.0,1.0,1.0,1.0,1.0,0,9.424657534246576,52.36157,4.97639,30,1,0,0,0,1,1,35,295,315,0,1,1,0,within an hour,IJburg - Zeeburgereiland,Private room in townhouse,Private room,2.9808219178082194,3.0,1125.0,1125.0
13491924,1,4.836281906951478,2,0.5,1.0,1.0,60,1125,1.0,0.95,0.0,1.0,1.0,0,9.632876712328768,52.37643,4.88233,26,1,1,0,0,0,1,44,543,977,895,1,1,1,within an hour,Centrum-West,Entire rental unit,Entire home/apt,60.0,60.0,1070.0301369863014,1125.0
13554855,0,4.406719247264253,1,1.0,1.0,1.0,3,7,1.0,0.5,0.0,1.0,1.0,0,9.389041095890411,52.36383512474805,4.883276451914405,24,1,0,1,1,1,0,11,315,857,126,1,1,1,unknown,Centrum-Oost,Private room in condo,Private room,3.0,3.0,7.0,7.0
13583998,1,5.814130531825066,4,1.5,3.0,5.0,4,30,1.0,0.46,0.0,1.0,1.0,0,9.238356164383562,52.36236,4.85382,60,1,1,1,0,1,1,47,451,326,424,1,1,1,within a day,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4.0,4.0,30.0,30.0
13629998,0,5.420534999272286,4,1.5,2.0,1.0,4,30,1.0,1.0,0.0,1.0,1.0,0,12.153424657534247,52.32956,4.85825,66,1,1,1,0,1,1,39,515,0,20,1,0,1,within a few hours,Buitenveldert - Zuidas,Entire townhouse,Entire home/apt,4.0,4.0,30.0,30.0
13654387,0,5.384495062789089,4,3.0,3.0,4.0,6,30,1.0,0.4,0.0,1.0,1.0,0,12.402739726027397,52.3838,4.83647,53,1,1,1,0,1,1,33,319,952,56,1,1,1,within an hour,Geuzenveld - Slotermeer,Entire home,Entire home/apt,5.986301369863014,6.0,30.0,30.0
13691198,0,5.62040086571715,2,1.0,1.0,1.0,5,14,1.0,0.63,0.0,1.0,1.0,0,10.287671232876713,52.34457,4.90245,12,1,1,1,0,0,0,49,474,0,0,1,0,0,within a few hours,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,5.0,5.0,14.0,14.0
13708567,1,5.117993812416755,3,1.0,1.0,1.0,1,365,1.0,1.0,1.0,1.0,1.0,1,13.043835616438356,52.37981,4.87418,31,1,1,0,0,1,0,40,525,105,435,1,1,1,within an hour,Westerpark,Entire rental unit,Entire home/apt,2.0,2.0,999.0,999.0
13721713,1,4.912654885736052,4,1.0,1.0,3.0,1,1125,1.0,0.99,1.0,1.0,1.0,0,9.493150684931507,52.37755,4.85091,37,1,1,1,0,1,1,50,484,337,130,1,1,1,within an hour,Bos en Lommer,Private room in rental unit,Private room,1.0,1.0,1125.0,1125.0
13760261,0,6.3784261836515865,4,1.5,2.0,2.0,4,31,0.8,0.22,0.0,1.0,1.0,0,12.32054794520548,52.36662,4.88711,37,1,1,1,0,0,0,40,514,233,369,1,1,1,within a few hours,Centrum-West,Entire loft,Entire home/apt,4.0,4.0,31.0,31.0
13781229,0,5.60947179518496,2,1.0,1.0,1.0,29,1125,0.9,0.3,0.0,1.0,1.0,0,12.835616438356164,52.37855,4.88551,15,1,1,1,0,0,0,28,372,1000,0,1,1,0,within a few hours,Centrum-West,Entire rental unit,Entire home/apt,29.0,29.0,1125.0,1125.0
13812250,1,5.616771097666572,4,1.0,2.0,2.0,1,365,1.0,1.0,1.0,1.0,1.0,1,13.043835616438356,52.37948,4.87532,33,1,1,1,0,1,0,16,560,868,435,1,1,1,within an hour,Westerpark,Entire rental unit,Entire home/apt,2.0,2.0,999.0,999.0
13836709,1,4.356708826689592,1,1.5,1.0,1.0,3,4,1.0,0.84,1.0,1.0,1.0,0,10.961643835616439,52.40451,4.91506,21,1,0,1,0,1,1,20,495,182,930,1,1,1,within a few hours,Noord-West,Private room in home,Private room,3.0,3.0,4.0,4.0
13851468,0,5.170483995038151,2,1.0,1.0,1.0,3,14,0.0,0.29,0.0,1.0,1.0,0,12.202739726027398,52.39301,4.87294,26,1,1,1,0,1,1,42,351,31,362,1,1,1,a few days or more,Westerpark,Entire rental unit,Entire home/apt,3.0,3.0,14.0,14.0
13854126,0,5.560681631015528,4,1.0,1.0,2.0,2,1125,0.25,0.12,0.0,1.0,1.0,0,10.67123287671233,52.3837,4.87297,18,1,1,1,0,0,1,38,498,0,374,1,0,1,a few days or more,Westerpark,Entire rental unit,Entire home/apt,2.271232876712329,2.0,1125.0,1125.0
13925585,1,5.170483995038151,2,1.0,1.0,1.0,2,7,1.0,0.69,1.0,1.0,1.0,0,11.210958904109589,52.36877,4.85404,31,1,1,1,0,1,0,37,292,0,0,1,0,0,within an hour,De Baarsjes - Oud-West,Entire condo,Entire home/apt,2.0273972602739727,2.0,7.0,7.0
13934570,0,5.834810737062605,4,2.5,4.0,6.0,3,1125,1.0,0.43,0.0,1.0,1.0,0,9.178082191780822,52.37128,4.86187,12,1,1,1,0,0,0,34,499,485,0,1,1,0,within a day,De Baarsjes - Oud-West,Entire townhouse,Entire home/apt,3.0,3.0,1125.0,1125.0
13952479,1,5.545177444479562,4,1.0,2.0,3.0,1,300,1.0,0.96,1.0,1.0,1.0,0,12.638356164383561,52.35765,4.90284,37,1,1,1,0,1,0,39,499,1000,0,1,1,0,within an hour,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4.331506849315068,5.0,1106.5287671232877,1125.0
14017497,1,4.875197323201151,2,1.0,1.0,1.0,2,365,1.0,1.0,1.0,1.0,1.0,0,9.167123287671233,52.38197,4.89003,30,1,0,0,0,0,1,35,333,768,447,1,1,1,within an hour,Centrum-West,Private room in bed and breakfast,Private room,2.0054794520547947,2.0,1125.0,1125.0
14017892,1,4.8283137373023015,2,1.0,1.0,1.0,2,365,1.0,1.0,1.0,1.0,1.0,0,9.167123287671233,52.38326,4.88873,28,1,0,0,0,0,1,34,283,793,447,1,1,1,within an hour,Centrum-West,Private room in bed and breakfast,Private room,2.010958904109589,2.0,1125.0,1125.0
14022135,1,5.849324779946859,12,3.0,4.0,12.0,2,1125,1.0,1.0,0.0,1.0,1.0,1,9.164383561643836,52.39551,4.90906,38,1,1,1,1,1,0,50,473,158,0,1,1,0,within an hour,Oud-Noord,Entire townhouse,Entire home/apt,2.0,2.0,1125.0,1125.0
14034936,1,4.927253685157205,2,1.0,1.0,2.0,3,21,1.0,0.8,0.0,1.0,1.0,0,9.326027397260274,52.39461,4.91771,42,1,1,1,0,0,1,50,526,570,0,1,1,0,within a day,Oud-Noord,Entire home,Entire home/apt,3.0,3.0,21.0,21.0
14035460,0,5.351858133476067,2,1.0,1.0,1.0,2,4,1.0,0.33,0.0,1.0,1.0,0,9.64109589041096,52.36177,4.86586,20,1,1,1,0,0,0,32,270,0,0,1,0,0,within an hour,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,2.0,4.0,4.0
14050092,1,4.330733340286331,2,1.5,1.0,1.0,2,14,1.0,1.0,1.0,1.0,1.0,1,9.158904109589042,52.34679,4.80295,29,1,0,0,0,1,0,50,508,0,436,1,0,1,within an hour,De Aker - Nieuw Sloten,Private room in home,Private room,2.0,2.0,1125.0,1125.0
14085220,1,4.795790545596741,3,1.5,1.0,1.0,1,1125,1.0,0.98,1.0,1.0,1.0,0,12.210958904109589,52.35546,4.90394,53,1,1,1,0,1,1,50,505,185,437,1,1,1,within an hour,De Pijp - Rivierenbuurt,Private room in home,Private room,1.0,1.0,1125.0,1125.0
14086359,1,4.330733340286331,2,1.5,1.0,1.0,2,14,1.0,0.92,1.0,1.0,1.0,0,12.849315068493151,52.362648,4.851774,56,1,1,1,0,1,1,49,472,641,9,1,1,1,within an hour,De Baarsjes - Oud-West,Private room in rental unit,Private room,1.9863013698630136,2.0,14.0,14.0
14092826,1,5.707110264748875,4,1.0,2.0,2.0,2,60,1.0,0.94,1.0,1.0,1.0,0,11.038356164383561,52.38007,4.87164,26,1,1,1,0,0,0,26,320,0,0,1,0,0,within an hour,Westerpark,Entire rental unit,Entire home/apt,2.0,2.0,1125.0,1125.0
14118909,1,6.218600119691729,4,1.5,2.0,2.0,2,186,1.0,0.95,1.0,1.0,1.0,0,9.147945205479452,52.37315,4.88271,48,1,1,1,0,1,0,44,462,0,0,1,0,0,within an hour,Centrum-West,Entire condo,Entire home/apt,2.0,2.0,186.0,186.0
14159499,1,5.198497031265826,2,1.0,1.0,1.0,1,365,1.0,0.63,0.0,1.0,1.0,0,10.156164383561643,52.36636,4.86715,35,1,1,1,0,0,0,38,403,0,0,1,0,0,within a few hours,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,365.0,365.0
14173331,1,4.990432586778736,2,1.5,1.0,1.0,2,30,1.0,0.95,1.0,1.0,1.0,0,13.786301369863013,52.34517,4.90242,15,1,0,0,0,0,0,43,502,0,148,1,0,1,within an hour,De Pijp - Rivierenbuurt,Private room in guest suite,Private room,2.0,2.0,30.0,30.0
14218256,0,6.091309882077698,6,1.5,3.0,2.0,5,21,1.0,0.5,0.0,1.0,1.0,0,11.484931506849316,52.35982,4.86042,48,1,1,1,0,0,1,43,466,507,443,1,1,1,within a few hours,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4.989041095890411,5.0,21.0,21.0
14258648,0,5.993961427306569,4,1.0,2.0,2.0,2,30,1.0,0.88,0.0,1.0,1.0,0,9.123287671232877,52.3586,4.86061,50,1,1,1,0,1,0,33,45,677,242,1,1,1,within a few hours,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,2.0,30.0,30.0
14277750,1,5.5254529391317835,2,1.0,1.0,2.0,2,3,1.0,1.0,0.0,1.0,1.0,0,9.12054794520548,52.36765,4.90041,41,1,1,1,1,1,0,49,293,0,0,1,0,0,within a few hours,Centrum-Oost,Other,Entire home/apt,2.0,2.0,3.0,3.0
14292407,1,5.303304908059076,2,1.5,1.0,1.0,2,30,1.0,1.0,1.0,1.0,1.0,0,10.594520547945205,52.3565,4.89848,34,1,0,0,0,1,1,46,446,577,28,1,1,1,within an hour,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2.0,2.0,1125.0,1125.0
14311105,0,5.736572297479192,4,2.5,3.0,3.0,5,730,1.0,0.7,0.0,1.0,1.0,0,9.24931506849315,52.35726,4.90105,42,1,1,1,0,1,1,47,495,649,391,1,1,1,within an hour,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,5.131506849315069,5.0,702.4657534246576,730.0
14325757,1,5.10594547390058,2,1.0,1.0,1.0,3,14,1.0,0.98,1.0,1.0,1.0,1,12.936986301369863,52.36026,4.895207,22,1,1,0,0,1,0,48,463,564,1,1,1,1,within an hour,Centrum-Oost,Private room in bed and breakfast,Private room,3.6876712328767125,4.0,1125.0,1125.0
14362598,0,5.627621113690637,4,1.5,2.0,2.0,3,10,1.0,0.5,0.0,1.0,1.0,0,13.43013698630137,52.36247,4.85367,15,1,1,1,1,0,0,49,362,156,0,1,1,0,within a day,De Baarsjes - Oud-West,Entire condo,Entire home/apt,3.0,3.0,10.0,10.0
14412610,1,4.6913478822291435,2,1.0,1.0,1.0,4,1125,1.0,1.0,1.0,1.0,1.0,0,9.101369863013698,52.36293,4.91493,39,1,0,0,0,1,1,40,464,1000,410,1,1,1,within a few hours,Centrum-Oost,Private room in home,Private room,4.0,4.0,1125.0,1125.0
14439841,0,5.181783550292085,2,1.0,1.0,1.0,2,20,1.0,1.0,0.0,1.0,1.0,0,9.095890410958905,52.35636,4.91434,28,1,1,1,0,1,1,48,504,116,0,1,1,0,within an hour,Oud-Oost,Entire rental unit,Entire home/apt,2.0,2.0,20.0,20.0
14465905,1,6.874198495453294,4,2.0,2.0,2.0,3,60,1.0,0.94,1.0,1.0,1.0,0,13.830136986301369,52.35525,4.88934,64,1,1,1,1,1,1,45,435,1000,148,1,1,1,within a few hours,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,3.0,3.0,60.0,60.0
14478040,0,4.454347296253507,2,1.5,1.0,1.0,5,14,1.0,0.0,0.0,1.0,1.0,0,11.832876712328767,52.37933,4.84754,15,1,1,0,0,0,0,50,109,0,232,1,0,1,unknown,Bos en Lommer,Entire rental unit,Entire home/apt,5.0,5.0,14.0,14.0
14479187,1,4.919980925828125,3,1.0,1.0,3.0,2,30,1.0,1.0,1.0,1.0,1.0,0,9.09041095890411,52.36289,4.86817,34,1,0,0,0,1,0,46,442,324,525,1,1,1,within an hour,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,1.9917808219178081,2.0,30.0,30.0
14526096,1,4.276666119016055,1,1.5,1.0,1.0,1,62,1.0,1.0,1.0,1.0,1.0,0,10.646575342465754,52.35169472119457,5.002071614043041,60,1,1,1,0,1,1,50,513,537,434,1,1,1,within an hour,IJburg - Zeeburgereiland,Private room in condo,Private room,1.284931506849315,1.0,62.0,62.0
14543325,1,5.220355825078324,2,1.0,1.0,1.0,5,30,1.0,0.86,1.0,1.0,1.0,0,11.408219178082192,52.35104,4.88929,40,1,1,1,0,1,1,25,477,203,214,1,1,1,within an hour,De Pijp - Rivierenbuurt,Entire loft,Entire home/apt,4.936986301369863,5.0,1125.0,1125.0
14548324,1,5.846438775057725,4,3.0,2.0,2.0,2,1125,1.0,1.0,1.0,1.0,1.0,1,13.191780821917808,52.3906,4.88734,31,1,0,1,0,0,1,46,215,579,231,1,1,1,within an hour,Westerpark,Houseboat,Entire home/apt,2.0,2.0,1125.0,1125.0
14572858,1,5.54907608489522,4,1.5,2.0,2.0,3,7,1.0,1.0,0.0,1.0,1.0,0,13.583561643835617,52.36537,4.93583,56,1,1,1,0,1,1,33,381,896,93,1,1,1,within an hour,Oostelijk Havengebied - Indische Buurt,Entire condo,Entire home/apt,3.0,3.0,1125.0,1125.0
14610348,0,5.883322388488279,2,1.0,1.0,1.0,4,1125,1.0,1.0,0.0,1.0,1.0,0,9.835616438356164,52.3566,4.89662,30,1,1,1,0,0,0,49,298,410,0,1,1,0,within a few hours,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4.0,4.0,1125.0,1125.0
14690112,1,5.66988092298052,4,1.0,2.0,3.0,3,365,1.0,1.0,0.0,1.0,1.0,0,15.476712328767123,52.3681640625,4.907502174377441,40,1,0,1,0,1,1,42,540,1000,92,1,1,1,within an hour,Centrum-Oost,Private room in guest suite,Private room,2.9917808219178084,3.0,365.0,365.0
